[  232.008425][ T1662]  </TASK>
[  232.010359][ T1662] irq event stamp: 164559
[  232.012790][ T1662] hardirqs last  enabled at (164777): [<ffffffff9989ddbe>] __up_console_sem+0xae/0xc0
[  232.013759][ T3950] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.016065][ T1662] hardirqs last disabled at (164791): [<ffffffff9970f6b4>] handle_softirqs+0x6a4/0x870
[  232.019177][ T3950] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.021711][ T1662] softirqs last  enabled at (164806): [<ffffffff9970f554>] handle_softirqs+0x544/0x870
[  232.027419][ T1662] softirqs last disabled at (164801): [<ffffffff9971120e>] irq_exit_rcu+0xee/0x140
[  232.030643][ T1662] ---[ end trace 0000000000000000 ]---
[  232.032991][ T1662]  (null): radio-mr800 - initialization failed
[  232.035322][ T1662] radio-mr800 1-1:128.48: probe with driver radio-mr800 failed with error -71
[  232.045696][ T1662] usb 1-1: USB disconnect, device number 63
[  232.081683][ T3952] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.085158][ T3952] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.147155][ T3954] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.150545][ T3954] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.224003][ T3957] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.227429][ T3957] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.313491][ T3960] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.317642][ T3960] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.442703][   T69] usb 1-1: new high-speed USB device number 64 using dummy_hcd
[  232.498817][ T3962] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.507158][ T3962] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.528679][ T3964] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.532811][ T3964] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.556805][ T3966] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.559926][ T3966] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.576688][   T69] usb 1-1: unable to get BOS descriptor or descriptor too short
[  232.581367][   T69] usb 1-1: config 128 has an invalid interface number: 48 but max is 0
[  232.584236][   T69] usb 1-1: config 128 contains an unexpected descriptor of type 0x1, skipping
[  232.587280][   T69] usb 1-1: config 128 has no interface number 0
[  232.589723][   T69] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0x8B has invalid wMaxPacketSize 0
[  232.593125][   T69] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0x6 has an invalid bInterval 255, changing to 7
[  232.597009][   T69] usb 1-1: config 128 interface 48 altsetting 138 has an invalid descriptor for endpoint zero, skipping
[  232.600809][   T69] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0x8F has invalid maxpacket 4096, setting to 1024
[  232.604640][   T69] usb 1-1: config 128 interface 48 altsetting 138 bulk endpoint 0x8F has invalid maxpacket 1024
[  232.608164][   T69] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0xE has invalid wMaxPacketSize 0
[  232.611654][   T69] usb 1-1: config 128 interface 48 altsetting 138 has an invalid descriptor for endpoint zero, skipping
[  232.615294][   T69] usb 1-1: config 128 interface 48 altsetting 138 bulk endpoint 0x2 has invalid maxpacket 128
[  232.618778][   T69] usb 1-1: config 128 interface 48 altsetting 138 has a duplicate endpoint with address 0x2, skipping
[  232.620483][ T3968] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.622388][   T69] usb 1-1: config 128 interface 48 has no altsetting 0
[  232.627297][ T3968] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.634037][   T69] usb 1-1: New USB device found, idVendor=07ca, idProduct=b800, bcdDevice=d3.2a
[  232.637040][   T69] usb 1-1: New USB device strings: Mfr=5, Product=3, SerialNumber=255
[  232.639735][   T69] usb 1-1: Product: syz
[  232.641228][   T69] usb 1-1: Manufacturer: syz
[  232.642868][   T69] usb 1-1: SerialNumber: syz
[  232.681755][ T3970] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.685171][ T3970] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.758802][ T3972] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.761851][ T3972] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.845921][ T3974] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  232.849439][ T3974] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  232.857200][   T69] ------------[ cut here ]------------
[  232.859193][   T69] usb 1-1: BOGUS urb xfer, pipe 1 != type 3
[  232.863309][   T69] WARNING: CPU: 2 PID: 69 at drivers/usb/core/urb.c:503 usb_submit_urb+0x1458/0x1760
[  232.866534][   T69] Modules linked in:
[  232.868176][   T69] CPU: 2 UID: 0 PID: 69 Comm: kworker/2:1 Tainted: G        W          6.13.0-rc7 #1
[  232.871404][   T69] Tainted: [W]=WARN
[  232.872825][   T69] Hardware name: QEMU Standard PC (i440FX + PIIX, 1996), BIOS 1.13.0-1ubuntu1.1 04/01/2014
[  232.876278][   T69] Workqueue: usb_hub_wq hub_event
[  232.878112][   T69] RIP: 0010:usb_submit_urb+0x1458/0x1760
[  232.880138][   T69] Code: 24 10 e8 9b 32 46 fb 48 8b 7c 24 10 e8 21 1e 1a ff 41 89 d8 44 89 e1 4c 89 ea 48 89 c6 48 c7 c7 00 fb 51 a2 e8 59 be 0b fb 90 <0f> 0b 90 90 e9 d9 f2 ff ff e8 6a 32 46 fb 0f 1f 44 00 00 e9 4c fa
[  232.886788][   T69] RSP: 0018:ffa00000004a6e80 EFLAGS: 00010286
[  232.889247][   T69] RAX: 0000000000000000 RBX: 0000000000000003 RCX: ffffffff996f295a
[  232.892772][   T69] RDX: 0000000000000001 RSI: ff11000002cb8000 RDI: 0000000000000002
[  232.896276][   T69] RBP: ff1100000289b000 R08: fffffbfff47b8800 R09: fff3fc0000094d81
[  232.899754][   T69] R10: fff3fc0000094d80 R11: ffa00000004a6c07 R12: 0000000000000001
[  232.903242][   T69] R13: ff11000027727aa0 R14: ff1100000289b07c R15: 0000000000000002
[  233.103061][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.105022][   T69]  ? __sanitizer_cov_trace_pc+0x20/0x60
[  233.106975][   T69]  bus_probe_device+0x17e/0x1c0
[  233.108772][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.110742][   T69]  device_add+0x10af/0x17e0
[  233.112414][   T69]  ? __pfx_device_add+0x10/0x10
[  233.114181][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.116164][   T69]  ? add_device_randomness+0xb8/0xf0
[  233.118022][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.120007][   T69]  ? write_comp_data+0x29/0x90
[  233.121703][   T69]  usb_new_device+0xd3f/0x1a20
[  233.123428][   T69]  ? __pfx_usb_new_device+0x10/0x10
[  233.125281][   T69]  ? __pfx_do_raw_spin_lock+0x10/0x10
[  233.127178][   T69]  ? _raw_spin_unlock_irq+0x23/0x50
[  233.129059][   T69]  ? _raw_spin_unlock_irq+0x23/0x50
[  233.130930][   T69]  hub_event+0x2a3a/0x4800
[  233.132643][   T69]  ? __pfx_hub_event+0x10/0x10
[  233.134326][   T69]  ? __pfx_lock_acquire+0x10/0x10
[  233.136785][   T69]  ? __pfx_lock_release+0x10/0x10
[  233.139275][   T69]  ? write_comp_data+0x29/0x90
[  233.141039][   T69]  ? _raw_spin_unlock_irq+0x23/0x50
[  233.142862][   T69]  ? _raw_spin_unlock_irq+0x23/0x50
[  233.144730][   T69]  process_scheduled_works+0x5ee/0x1ba0
[  233.146665][   T69]  ? __pfx_process_scheduled_works+0x10/0x10
[  233.148705][   T69]  ? __sanitizer_cov_trace_pc+0x20/0x60
[  233.150664][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.152662][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.154634][   T69]  ? __sanitizer_cov_trace_pc+0x20/0x60
[  233.156523][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.158497][   T69]  ? assign_work+0x195/0x240
[  233.160229][   T69]  worker_thread+0x59f/0xcf0
[  233.161900][   T69]  ? srso_alias_return_thunk+0x5/0xfbef5
[  233.163865][   T69]  ? __pfx_worker_thread+0x10/0x10
[  233.165693][   T69]  kthread+0x345/0x450
[  233.167323][   T69]  ? __pfx_kthread+0x10/0x10
[  233.169043][   T69]  ret_from_fork+0x48/0x80
[  233.170645][   T69]  ? __pfx_kthread+0x10/0x10
[  233.172341][   T69]  ret_from_fork_asm+0x1a/0x30
[  233.173576][ T3982] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.174049][   T69]  </TASK>
[  233.177298][ T3982] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.177677][   T69] irq event stamp: 326493
[  233.181366][   T69] hardirqs last  enabled at (326517): [<ffffffff9989ddbe>] __up_console_sem+0xae/0xc0
[  233.184547][   T69] hardirqs last disabled at (326528): [<ffffffff9989dda3>] __up_console_sem+0x93/0xc0
[  233.187717][   T69] softirqs last  enabled at (326248): [<ffffffff9970f554>] handle_softirqs+0x544/0x870
[  233.190932][   T69] softirqs last disabled at (326079): [<ffffffff9971120e>] irq_exit_rcu+0xee/0x140
[  233.194068][   T69] ---[ end trace 0000000000000000 ]---
[  233.196781][   T69]  (null): radio-mr800 - initialization failed
[  233.199002][   T69] radio-mr800 1-1:128.48: probe with driver radio-mr800 failed with error -71
[  233.208808][   T69] usb 1-1: USB disconnect, device number 64
[  233.226285][ T3984] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.229524][ T3984] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.292127][ T3986] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.295286][ T3986] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.380181][ T3989] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.383195][ T3989] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.582342][ T3992] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.589854][ T3992] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.597162][ T3994] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.601043][ T3994] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.604691][ T1662] usb 1-1: new high-speed USB device number 65 using dummy_hcd
[  233.624234][ T3996] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.627268][ T3996] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.709158][ T3998] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.712379][ T3998] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.735298][ T1662] usb 1-1: unable to get BOS descriptor or descriptor too short
[  233.739631][ T1662] usb 1-1: config 128 has an invalid interface number: 48 but max is 0
[  233.742226][ T1662] usb 1-1: config 128 contains an unexpected descriptor of type 0x1, skipping
[  233.745014][ T1662] usb 1-1: config 128 has no interface number 0
[  233.754301][ T1662] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0x8B has invalid wMaxPacketSize 0
[  233.757534][ T1662] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0x6 has an invalid bInterval 255, changing to 7
[  233.761483][ T1662] usb 1-1: config 128 interface 48 altsetting 138 has an invalid descriptor for endpoint zero, skipping
[  233.764957][ T1662] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0x8F has invalid maxpacket 4096, setting to 1024
[  233.768452][ T1662] usb 1-1: config 128 interface 48 altsetting 138 bulk endpoint 0x8F has invalid maxpacket 1024
[  233.769739][ T4000] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.771704][ T1662] usb 1-1: config 128 interface 48 altsetting 138 endpoint 0xE has invalid wMaxPacketSize 0
[  233.775076][ T4000] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.777428][ T1662] usb 1-1: config 128 interface 48 altsetting 138 has an invalid descriptor for endpoint zero, skipping
[  233.783358][ T1662] usb 1-1: config 128 interface 48 altsetting 138 bulk endpoint 0x2 has invalid maxpacket 128
[  233.786624][ T1662] usb 1-1: config 128 interface 48 altsetting 138 has a duplicate endpoint with address 0x2, skipping
[  233.789931][ T1662] usb 1-1: config 128 interface 48 has no altsetting 0
[  233.795106][ T1662] usb 1-1: New USB device found, idVendor=07ca, idProduct=b800, bcdDevice=d3.2a
[  233.797899][ T1662] usb 1-1: New USB device strings: Mfr=5, Product=3, SerialNumber=255
[  233.800499][ T1662] usb 1-1: Product: syz
[  233.801996][ T1662] usb 1-1: Manufacturer: syz
[  233.803512][ T1662] usb 1-1: SerialNumber: syz
[  233.828207][ T4002] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.831287][ T4002] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  233.918898][ T4004] UDC core: USB Raw Gadget: couldn't find an available UDC or it's busy
[  233.922275][ T4004] misc raw-gadget: fail, usb_gadget_register_driver returned -16
[  234.017256][ T1662] ------------[ cut here ]------------
[  234.018873][ T1662] usb 1-1: BOGUS urb xfer, pipe 1 != type 3
[  234.022526][ T1662] WARNING: CPU: 1 PID: 1662 at drivers/usb/core/urb.c:503 usb_submit_urb+0x1458/0x1760
[  234.025245][ T1662] Modules linked in:
[  234.026655][ T1662] CPU: 1 UID: 0 PID: 1662 Comm: kworker/1:6 Tainted: G        W          6.13.0-rc7 #1
[  234.029302][ T1662] Tainted: [W]=WARN
[  234.030434][ T1662] Hardware name: QEMU Standard PC (i440FX + PIIX, 1996), BIOS 1.13.0-1ubuntu1.1 04/01/2014
[  234.033122][ T1662] Workqueue: usb_hub_wq hub_event
[  234.034679][ T1662] RIP: 0010:usb_submit_urb+0x1458/0x1760
[  234.036314][ T1662] Code: 24 10 e8 9b 32 46 fb 48 8b 7c 24 10 e8 21 1e 1a ff 41 89 d8 44 89 e1 4c 89 ea 48 89 c6 48 c7 c7 00 fb 51 a2 e8 59 be 0b fb 90 <0f> 0b 90 90 e9 d9 f2 ff ff e8 6a 32 46 fb 0f 1f 44 00 00 e9 4c fa
[  234.041311][ T1662] RSP: 0018:ffa0000004376e80 EFLAGS: 00010286
[  234.043035][ T1662] RAX: 0000000000000000 RBX: 0000000000000003 RCX: ffffffff996f295a
[  234.045196][ T1662] RDX: 0000000000000001 RSI: ff11000021a14680 RDI: 0000000000000002
[  234.047346][ T1662] RBP: ff11000022c3a600 R08: fffffbfff47b8800 R09: fff3fc000086ed81
[  234.049520][ T1662] R10: fff3fc000086ed80 R11: ffa0000004376c07 R12: 0000000000000001
[  234.051754][ T1662] R13: ff1100000ba919e0 R14: ff11000022c3a67c R15: 0000000000000002
[  234.053970][ T1662] FS:  0000000000000000(0000) GS:ff11000053a80000(0000) knlGS:0000000000000000
[  234.056523][ T1662] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
